canonical_id,canonical_name,wiki_status,subst_dedup,n_appearances,appearances_collapsed,span_days_dedup,n_dates_dedup,first_date,last_date,npr_share,n_programs,total_guest_words,n_variants,merge_rules,merge_evidence,top_raw_label,n_affiliations,affiliations,summary_staff,note,transcripts
C01528,Lonnie Bunch,has-page,6,13,0,4485,6,2005-06-14,2017-09-24,0.4615,8,3704,1,,,LONNIE BUNCH,9,DIRECTOR NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY AND CULTURE / NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY AND CULTURE / PRESIDENT CHICAGO HISTORICAL SOCIETY / CHICAGO HISTORICAL SOCIETY,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-33700|2001-06-29|CNN NEWS SITE|cl4|-;CNN-53436|2002-04-30|CNN STUDENT NEWS|cl7|-;NPR-47757|2005-06-14|News & Notes|cl12|S;NPR-502|2007-10-09|News & Notes|cl13|S;NPR-35090|2010-07-18|All Things Considered|cl11|S;NPR-32743|2011-07-16|All Things Considered|cl10|S;CNN-181528|2012-02-22|STARTING POINT WITH SOLEDAD O'BRIEN|cl1|-;NPR-21836|2015-06-01|Morning Edition|cl9|S;CNN-294257|2016-09-17|CNN NEWSROOM|cl2|-;CNN-294821|2016-09-24|CNN NEWSROOM|cl3|-;NPR-15437|2017-09-24|All Things Considered|cl8|S;CNN-403198|2020-06-19|CNN'S AMANPOUR|cl5|-;CNN-406523|2020-07-26|CNN NEWSROOM|cl6|-
C00238,Ariel Dorfman,has-page,6,6,0,4415,6,2006-05-08,2018-06-09,1.0,2,8813,1,,,ARIEL DORFMAN,4,LITERATURE AND LATIN AMERICAN STUDIES DUKE UNIVERSITY AUTHOR PLAYWRIGHT / PLAYWRIGHT POET NOVELIST / AUTHOR DESERT MEMORIES / PROFESSOR OF LITERATURE AND LATIN AMERICAN STUDIES DUKE UNIVERSITY,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-18289|2006-05-08|Talk of the Nation|cl3|S;NPR-18074|2006-06-22|Talk of the Nation|cl2|S;NPR-17556|2006-09-25|Talk of the Nation|cl1|S;NPR-4369|2010-09-13|Talk of the Nation|cl4|S;NPR-602|2011-12-19|Talk of the Nation|cl6|S;NPR-46430|2018-06-09|All Things Considered|cl5|S
C02223,Simon Johnson,has-page,6,28,0,3545,6,2008-11-10,2018-07-26,0.7857,9,5015,1,,,SIMON JOHNSON,13,ENTREPRENEURSHIP SLOAN SCHOOL OF MANAGEMENT MIT SENIOR FELLOW PETERSON INSTITUTE FOR INTERNATIONAL ECONOMICS / ECONOMICS MIT CO FOUNDER BASELINESCENARIO COM / ECONOMICS MASSACHUSETTS INSTITUTE OF TECHNOLOGY / FORMER CHIEF ECONOMIST INTERNATIONAL MONETARY FUND,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-38773|2008-09-26|All Things Considered|cl26|-;NPR-38629|2008-10-09|All Things Considered|cl25|-;NPR-16086|2008-10-25|Weekend Edition Saturday|cl10|-;NPR-38430|2008-10-29|All Things Considered|cl24|-;NPR-38367|2008-11-10|All Things Considered|cl23|S;NPR-33958|2008-11-25|Morning Edition|cl19|-;CNN-134311|2009-01-22|CNN NEWSROOM|cl1|-;NPR-37623|2009-02-07|All Things Considered|cl22|S;NPR-15502|2009-02-08|Weekend Edition Sunday|cl9|-;NPR-37206|2009-04-04|All Things Considered|cl21|-;NPR-32895|2009-05-08|Morning Edition|cl18|-;NPR-6705|2009-05-12|Morning Edition|cl28|-;CNN-146952|2010-01-12|THE SITUATION ROOM|cl2|-;NPR-36081|2010-01-31|All Things Considered|cl20|S;NPR-32126|2010-02-09|Morning Edition|cl17|-;NPR-32044|2010-03-01|Morning Edition|cl16|-;CNN-150002|2010-04-13|QUEST MEANS BUSINESS|cl3|-;NPR-29510|2011-05-17|Morning Edition|cl14|-;CNN-172855|2011-09-23|AMERICAN MORNING: WAKE UP CALL|cl4|-;NPR-28383|2011-12-15|Morning Edition|cl13|-;CNN-179877|2012-01-23|STARTING POINT WITH SOLEDAD O'BRIEN|cl5|-;NPR-28282|2012-02-03|Morning Edition|cl12|-;NPR-30270|2012-12-13|All Things Considered|cl15|-;NPR-12291|2013-08-17|Weekend Edition Saturday|cl8|S;NPR-12139|2014-04-12|Weekend Edition Saturday|cl7|S;NPR-24690|2015-04-09|All Things Considered|cl11|-;NPR-45333|2018-07-26|All Things Considered|cl27|S;CNN-384484|2019-11-01|CNN NEWSROOM|cl6|-
C01158,Jill Lepore,has-page,6,9,1,3391,6,2009-05-31,2018-09-12,0.6667,4,5411,1,,,JILL LEPORE,4,HISTORIAN / HARVARD UNIVERSITY / AUTHOR / STAFF WRITER THE NEW YORKER,no,1 re-airings collapsed,NPR-36863|2009-05-31|All Things Considered|cl6|S;NPR-44971|2010-04-29|Talk of the Nation|cl7|S;NPR-30826|2012-09-19|All Things Considered|cl4|S;CNN-295020|2016-09-27|CNN'S AMANPOUR|cl1|-;NPR-6936|2017-05-23|Morning Edition|cl8|S;NPR-18058|2017-06-03|All Things Considered|cl3|S;NPR-3196|2018-09-12|Morning Edition|cl5|S;CNN-351838|2018-10-09|CNN'S AMANPOUR|cl2|-;CNN-357986|2018-12-27|CNN'S AMANPOUR|cl2|-
C00646,Deborah Lipstadt,has-page,6,13,3,2832,6,2011-05-18,2019-02-17,0.4615,6,5201,1,,,DEBORAH LIPSTADT,7,JEWISH AND HOLOCAUST STUDIES EMORY UNIVERSITY / AUTHOR ANTISEMITISM HERE AND NOW / EMORY UNIVERSITY / PROFESSOR OF MODERN JEWISH AND HOLOCAUST STUDIES AT EMORY UNIVERSITY,no,3 re-airings collapsed,CNN-6178|2000-04-11|CNN Today|cl4|-;CNN-139312|2009-06-11|CNN NEWSROOM|cl1|-;NPR-1930|2011-05-18|Talk of the Nation|cl5|S;NPR-48534|2011-10-09|Weekend Edition Sunday|cl9|S;NPR-20092|2016-11-27|All Things Considered|cl6|S;NPR-47396|2018-04-15|All Things Considered|cl8|S;CNN-353343|2018-10-29|CNN NEWSROOM|cl2|-;CNN-353346|2018-10-29|CNN NEWSROOM|cl2|-;NPR-2698|2018-10-29|All Things Considered|cl7|S;CNN-360938|2019-02-01|CNN'S AMANPOUR|cl3|-;NPR-7207|2019-02-17|All Things Considered|cl10|S;CNN-370925|2019-05-29|CNN'S AMANPOUR|cl3|-;CNN-389094|2019-12-30|CNN NEWSROOM|cl2|-
C02008,Robert Kagan,has-page,6,22,3,2778,6,2006-10-19,2014-05-28,0.4091,11,12091,1,,,ROBERT KAGAN,10,AUTHOR DANGEROUS NATION SENIOR ASSOCIATE CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE / AUTHOR THE RETURN OF HISTORY AND THE END OF DREAMS / CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE / SENIOR FELLOW BROOKINGS INSTITUTION,no,3 re-airings collapsed,"CNN-42807|2001-10-30|CNN WOLF BLITZER REPORTS|cl8|-;CNN-66559|2003-02-09|CNN NEWSNIGHT AARON BROWN|cl9|-;CNN-83030|2004-03-17|AMERICAN MORNING|cl10|-;NPR-43723|2005-09-06|All Things Considered|cl16|-;CNN-111088|2006-10-10|LOU DOBBS TONIGHT|cl1|-;NPR-17472|2006-10-19|Talk of the Nation|cl12|S;NPR-13858|2008-06-16|Talk of the Nation|cl11|S;NPR-39253|2008-08-11|All Things Considered|cl15|S;CNN-129796|2008-08-16|THIS WEEK IN POLITICS|cl2|-;CNN-129815|2008-08-17|THIS WEEK IN POLITICS|cl2|-;NPR-33124|2009-04-03|Morning Edition|cl14|-;CNN-150180|2010-04-19|CNN'S AMANPOUR|cl3|-;CNN-150315|2010-04-23|CNN'S AMANPOUR|cl3|-;CNN-150358|2010-04-25|CNN'S AMANPOUR|cl3|-;CNN-161907|2011-02-09|JOHN KING, USA|cl4|-;CNN-161933|2011-02-10|CNN BREAKING NEWS|cl5|-;CNN-162496|2011-02-23|JOHN KING, USA|cl6|-;NPR-847|2011-11-10|Talk of the Nation|cl19|S;NPR-6187|2012-11-29|Talk of the Nation|cl17|S;NPR-28781|2013-07-09|All Things Considered|cl13|-;NPR-7107|2014-05-28|All Things Considered|cl18|S;CNN-351005|2018-09-27|CNN'S AMANPOUR|cl7|-"
C01328,Juan Zarate,has-page,6,31,0,2236,6,2011-07-06,2017-08-19,0.4516,12,4850,1,,,JUAN ZARATE,17,FORMER DEPUTY NATIONAL SECURITY ADVISOR / SENIOR ADVISER CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES / TRANSNATIONAL THREATS PROJECT AND HOMELAND SECURITY AND COUNTERTERRORISM PROGRAM / U S TREASURY DEPT,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-79815|2003-12-02|CNN WOLF BLITZER REPORTS|cl13|-;CNN-79894|2003-12-05|AMERICAN MORNING|cl14|-;CNN-80107|2003-12-11|INSIGHT|cl15|-;CNN-90812|2004-12-23|PAULA ZAHN NOW|cl16|-;CNN-91629|2005-01-25|LOU DOBBS TONIGHT|cl17|-;NPR-32316|2009-12-02|Morning Edition|cl28|-;NPR-31195|2010-08-04|Morning Edition|cl27|-;NPR-33484|2011-03-30|All Things Considered|cl31|-;NPR-33286|2011-05-02|All Things Considered|cl30|-;NPR-32820|2011-07-06|All Things Considered|cl29|S;NPR-26913|2012-12-06|Morning Edition|cl24|-;NPR-29966|2013-01-28|All Things Considered|cl26|-;NPR-26196|2013-04-16|Morning Edition|cl23|S;CNN-214220|2013-09-09|ERIN BURNETT OUTFRONT|cl1|-;CNN-224537|2014-02-07|THE LEAD WITH JAKE TAPPER|cl2|-;CNN-227106|2014-03-23|FAREED ZAKARIA GPS|cl3|-;CNN-230388|2014-05-12|ERIN BURNETT OUTFRONT|cl4|-;CNN-232835|2014-06-18|ERIN BURNETT OUTFRONT|cl5|-;NPR-26970|2014-06-18|All Things Considered|cl25|S;CNN-236495|2014-08-12|ERIN BURNETT OUTFRONT|cl6|-;CNN-236601|2014-08-13|QUEST MEANS BUSINESS|cl7|-;CNN-237379|2014-08-25|ERIN BURNETT OUTFRONT|cl8|-;CNN-238673|2014-09-11|QUEST MEANS BUSINESS|cl9|-;NPR-26167|2014-09-28|All Things Considered|cl22|S;CNN-240425|2014-10-06|QUEST MEANS BUSINESS|cl10|-;NPR-24570|2015-04-23|All Things Considered|cl21|-;CNN-259648|2015-07-14|QUEST MEANS BUSINESS|cl11|-;CNN-274214|2016-01-18|QUEST MEANS BUSINESS|cl12|-;NPR-21956|2016-05-21|All Things Considered|cl20|S;NPR-16336|2017-08-18|All Things Considered|cl19|-;NPR-11397|2017-08-19|Weekend Edition Saturday|cl18|S
C01504,Leslie Gelb,has-page,6,20,2,2133,6,2005-08-11,2011-06-14,0.45,14,4293,1,,,"Mr. LESLIE GELB (President Emeritus, Council on Foreign Relations)",5,PRESIDENT EMERITUS COUNCIL ON FOREIGN RELATIONS / PRESIDENT EMERITUS COUNCIL OF FOREIGN RELATIONS / COUNCIL ON FOREIGN RELATIONS / COUNCIL OF FOREIGN RELATIONS,no,2 re-airings collapsed,CNN-80148|2003-12-12|PAULA ZAHN NOW|cl3|-;CNN-82651|2004-03-03|AMERICAN MORNING|cl4|-;CNN-90479|2004-12-12|CNN IN THE MONEY|cl5|-;CNN-90966|2004-12-30|JUDY WOODRUFF'S INSIDE POLITICS|cl6|-;CNN-92233|2005-02-17|LOU DOBBS TONIGHT|cl7|-;NPR-19452|2005-07-09|Weekend Edition Saturday|cl11|-;CNN-96104|2005-07-15|CNN NEWSNIGHT AARON BROWN|cl8|-;CNN-96293|2005-07-22|CNN PRESENTS|cl9|-;NPR-43868|2005-08-11|All Things Considered|cl18|S;CNN-98681|2005-10-15|CNN PRESENTS|cl9|-;CNN-98704|2005-10-16|CNN PRESENTS|cl9|-;NPR-14970|2005-12-14|Day to Day|cl10|S;NPR-39766|2005-12-28|Morning Edition|cl16|-;NPR-33698|2009-01-01|Morning Edition|cl14|S;NPR-3986|2010-10-11|Talk of the Nation|cl17|S;NPR-34189|2010-12-16|All Things Considered|cl15|S;CNN-161763|2011-02-05|CNN SATURDAY MORNING NEWS|cl1|-;CNN-163686|2011-03-22|CNN NEWSROOM|cl2|-;NPR-33084|2011-06-04|All Things Considered|cl13|-;NPR-33033|2011-06-14|All Things Considered|cl12|S
C01675,Matthew Continetti,has-page,6,14,1,1737,6,2008-03-20,2012-12-21,0.5,8,3318,1,,,"Mr. MATTHEW CONTINETTI (Associate Editor, Weekly Standard)",8,ASSOCIATE EDITOR WEEKLY STANDARD / WEEKLY STANDARD / ASSOCIATE EDITOR THE WEEKLY STANDARD / JOURNALIST ASSOCIATE EDITOR THE WEEKLY STANDARD,no,1 re-airings collapsed,CNN-98278|2005-10-04|CNN NEWSNIGHT AARON BROWN|cl6|-;CNN-111721|2006-11-03|CNN LIVE EVENT/SPECIAL|cl1|-;NPR-41274|2007-04-01|All Things Considered|cl11|-;NPR-40607|2008-03-20|All Things Considered|cl10|S;NPR-39190|2008-08-15|All Things Considered|cl9|S;CNN-146234|2009-12-20|CNN RELIABLE SOURCES|cl2|-;NPR-45489|2010-03-10|Talk of the Nation|cl12|S;NPR-14207|2010-06-13|Weekend Edition Sunday|cl7|S;NPR-49486|2010-10-23|Weekend Edition Saturday|cl13|S;CNN-158533|2010-11-21|CNN RELIABLE SOURCES|cl3|-;CNN-168485|2011-07-03|CNN RELIABLE SOURCES|cl4|-;NPR-30221|2012-12-21|All Things Considered|cl8|S;CNN-255811|2015-05-24|CNN RELIABLE SOURCES|cl5|-;CNN-271044|2015-12-11|CNN NEWSROOM|cl5|-
C01747,Michele Flournoy,has-page,6,21,3,1734,6,2012-06-12,2017-03-12,0.4286,12,6558,1,,,MICHELE FLOURNOY,10,FORMER U S UNDERSECRETARY OF DEFENSE / UNDER SECRETARY OF DEFENSE 2009 2012 / INTERNATIONAL SECURITY EXPERT CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES / CENTER FOR STRATEGIC & INTERNATIONAL STUDIES,no,3 re-airings collapsed,CNN-112575|2006-12-04|ANDERSON COOPER 360 DEGREES|cl1|-;CNN-112592|2006-12-04|LOU DOBBS TONIGHT|cl1|-;NPR-6177|2010-06-16|All Things Considered|cl16|-;NPR-10781|2012-06-12|Talk of the Nation|cl10|S;CNN-190243|2012-07-30|STARTING POINT WITH SOLEDAD O'BRIEN|cl2|-;CNN-193391|2012-09-27|THE SITUATION ROOM|cl3|-;CNN-194635|2012-10-22|THE SITUATION ROOM|cl4|-;NPR-9511|2013-02-12|Talk of the Nation|cl18|S;CNN-231496|2014-05-28|CNN'S AMANPOUR|cl5|-;NPR-7107|2014-05-28|All Things Considered|cl17|S;CNN-231648|2014-05-30|CNN'S AMANPOUR|cl5|-;NPR-2974|2015-03-22|Weekend Edition Sunday|cl15|-;CNN-255831|2015-05-24|STATE OF THE UNION|cl6|-;CNN-255834|2015-05-24|STATE OF THE UNION|cl6|-;NPR-21578|2015-07-09|Morning Edition|cl14|S;CNN-262222|2015-08-16|FAREED ZAKARIA GPS|cl7|-;NPR-21042|2015-09-29|Morning Edition|cl12|S;NPR-21133|2016-08-18|All Things Considered|cl13|-;CNN-302696|2017-01-08|STATE OF THE UNION|cl8|-;NPR-19145|2017-03-12|All Things Considered|cl11|S;CNN-389727|2020-01-07|NEW DAY|cl9|-
C01318,Joshua Mcelwee,has-page-fuzzy,6,6,0,1047,6,2014-09-24,2017-08-06,1.0,2,3079,1,,,JOSHUA MCELWEE,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-23464|2014-09-24|Morning Edition|cl6|S;NPR-23342|2014-10-14|Morning Edition|cl5|S;NPR-21169|2015-09-08|Morning Edition|cl4|S;NPR-21031|2015-10-01|Morning Edition|cl3|S;NPR-19998|2016-03-04|Morning Edition|cl2|S;NPR-10706|2017-08-06|Weekend Edition Sunday|cl1|S
C02171,Shadi Hamid,has-page,6,37,2,922,6,2011-02-07,2013-08-17,0.4054,12,8370,1,,,SHADI HAMID,16,DIRECTOR OF RESEARCH BROOKINGS DOHA CENTER / BROOKINGS INSTITUTION / FELLOW BROOKINGS INSTITUTION / BROOKINGS INSTITUTION CENTER FOR MIDDLE EAST POLICY,no,2 re-airings collapsed,NPR-2897|2011-02-07|Talk of the Nation|cl30|S;NPR-30043|2011-02-11|Morning Edition|cl32|-;NPR-2756|2011-02-24|Talk of the Nation|cl25|S;NPR-33570|2011-03-19|All Things Considered|cl35|-;CNN-163588|2011-03-20|CNN BREAKING NEWS|cl1|-;NPR-33564|2011-03-20|All Things Considered|cl34|-;NPR-29487|2011-05-19|Morning Edition|cl31|S;NPR-28453|2011-11-23|Morning Edition|cl27|-;NPR-27920|2012-05-24|Morning Edition|cl26|-;NPR-31541|2012-06-02|All Things Considered|cl33|S;CNN-201238|2013-02-14|CNN'S AMANPOUR|cl2|-;CNN-210066|2013-07-05|NEWS STREAM|cl3|-;NPR-28816|2013-07-06|All Things Considered|cl29|S;CNN-210240|2013-07-09|CNN'S AMANPOUR|cl4|-;NPR-25567|2013-07-09|Morning Edition|cl23|-;CNN-210391|2013-07-12|CNN'S AMANPOUR|cl4|-;NPR-28457|2013-08-17|All Things Considered|cl28|S;CNN-227200|2014-03-25|CNN'S AMANPOUR|cl5|-;CNN-236825|2014-08-17|FAREED ZAKARIA GPS|cl6|-;CNN-236827|2014-08-17|FAREED ZAKARIA GPS|cl6|-;CNN-237378|2014-08-25|ERIN BURNETT OUTFRONT|cl7|-;CNN-237833|2014-08-31|CNN NEWSROOM|cl8|-;CNN-238275|2014-09-06|NEW DAY SATURDAY|cl9|-;CNN-238781|2014-09-13|CNN NEWSROOM|cl10|-;CNN-239285|2014-09-20|CNN NEWSROOM|cl11|-;CNN-239767|2014-09-27|CNN NEWSROOM|cl12|-;NPR-25826|2014-11-16|All Things Considered|cl24|-;CNN-246894|2015-01-11|CNN NEWSROOM|cl13|-;CNN-249904|2015-02-22|FAREED ZAKARIA GPS|cl14|-;CNN-250302|2015-02-28|CNN NEWSROOM|cl15|-;CNN-259784|2015-07-16|CONNECT THE WORLD|cl16|-;CNN-286772|2016-06-16|THE SITUATION ROOM|cl17|-;CNN-286892|2016-06-18|CNN NEWSROOM|cl18|-;CNN-304243|2017-01-30|THE SITUATION ROOM|cl19|-;CNN-304988|2017-02-09|CNN NEWSROOM|cl20|-;NPR-18308|2017-05-21|All Things Considered|cl22|-;NPR-14696|2017-06-27|Morning Edition|cl21|-
C01870,Paul Glastris,has-page,6,9,0,882,6,2011-01-12,2013-06-12,0.6667,4,3851,1,,,PAUL GLASTRIS,5,EDITOR IN CHIEF THE WASHINGTON MONTHLY / EDITOR IN CHIEF WASHINGTON MONTHLY / EDITOR THE WASHINGTON MONTHLY / FORMER CLINTON SPEECHWRITER,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-43348|2001-11-07|GREENFIELD AT LARGE|cl2|-;CNN-65991|2003-01-26|CNN SUNDAY MORNING|cl3|-;NPR-3106|2011-01-12|Talk of the Nation|cl5|S;NPR-2954|2011-01-25|Talk of the Nation|cl4|S;NPR-6620|2012-09-05|Talk of the Nation|cl6|S;NPR-9782|2013-01-16|Talk of the Nation|cl9|S;NPR-9504|2013-02-13|Talk of the Nation|cl8|S;NPR-8353|2013-06-12|Talk of the Nation|cl7|S;CNN-303481|2017-01-19|CNN NEWSROOM|cl1|-
