normalized_name,clean,staff_evidence,marker,initial_label,label_artifact,n_transcripts,subst_appearances,total_guest_words,first_date,last_date,span_days,n_dates,n_programs,npr_share,wiki_status,generic_name_flag,honorifics,example_transcript_ids
Noah Feldman,True,no,,False,False,46,8,9114,2001-11-28,2020-09-27,6878.0,36,20,0.21739130434782608,has-page(v1),0,PROF;PROFESSOR,NPR-14242;NPR-15348;NPR-15885;NPR-16266;NPR-17910
David Klinger,True,no,,False,False,56,3,9013,2012-01-12,2018-05-10,2310.0,55,10,0.05357142857142857,has-page(v1),0,,NPR-352;NPR-21515;NPR-26419;CNN-200875;CNN-236641
Paul Krugman,True,no,,False,False,54,5,8984,2004-10-30,2020-08-09,5762.0,31,21,0.09259259259259259,has-page(v1),0,MR;PROFESSOR,NPR-9654;NPR-27928;NPR-35447;NPR-36672;NPR-37183
Zbigniew Brzezinski,True,no,,False,False,62,6,8961,2000-10-12,2016-11-06,5869.0,19,32,0.12903225806451613,has-page(v1),0,DR;MR,NPR-9775;NPR-11784;NPR-20884;NPR-36439;NPR-41880
Sylvia Earle,True,no,,False,False,18,3,8945,2000-10-23,2018-04-19,6387.0,5,9,0.16666666666666666,has-page(v1),0,DR,NPR-4367;NPR-6587;NPR-12440;CNN-190;CNN-3078
Solis Doyle,True,no,,False,False,52,4,8941,2015-08-03,2020-05-02,1734.0,52,9,0.0,has-page(v1),0,,CNN-261210;CNN-262599;CNN-263802;CNN-266558;CNN-267626
Ariel Dorfman,True,no,,False,False,6,6,8813,2006-05-08,2018-06-09,4415.0,6,2,1.0,has-page(v1),0,MR;PROFESSOR,NPR-602;NPR-4369;NPR-17556;NPR-18074;NPR-18289
Zanny Minton Beddoes,True,no,,False,False,30,4,8782,2010-05-27,2020-09-13,3762.0,24,13,0.13333333333333333,has-page(v1),0,MS,NPR-26281;NPR-27102;NPR-28484;NPR-44810;CNN-4236
Jon Lee Anderson,True,no,,False,False,12,5,8759,2007-01-30,2013-03-06,2227.0,5,7,0.4166666666666667,has-page(v1),0,MR,NPR-4633;NPR-9368;NPR-41414;NPR-46112;NPR-47877
Mary Roach,True,no,,False,False,7,3,7455,2006-10-27,2013-05-31,2408.0,4,4,0.5714285714285714,has-page,0,MS,NPR-8481;NPR-8566;NPR-8966;NPR-17380;CNN-74690
Tom Reed,True,no,,False,False,85,6,6549,2012-12-27,2020-09-18,2822.0,82,17,0.11764705882352941,has-page,1,REP;REPRESENTATIVE;SEN,NPR-5491;NPR-7274;NPR-11503;NPR-12331;NPR-12611
Beppe Severgnini,True,no,,False,False,15,6,6316,2006-04-13,2020-04-26,5127.0,14,10,0.5333333333333333,has-page,0,MR,NPR-853;NPR-3364;NPR-4304;NPR-9401;NPR-10537
Carlos Gutierrez,True,no,,False,False,86,4,6083,2004-11-29,2020-05-20,5651.0,42,28,0.10465116279069768,has-page,0,DR;MR;SEC;SECRETARY,NPR-7562;NPR-9080;NPR-17209;NPR-21764;NPR-38435
Andrew Exum,True,no,,False,False,14,4,5968,2010-12-16,2017-07-23,2411.0,6,9,0.2857142857142857,has-page,0,MR,NPR-611;NPR-2231;NPR-10770;NPR-10832;CNN-85182
Anne Applebaum,True,no,,False,False,28,3,5700,2014-08-01,2020-10-18,2270.0,26,7,0.10714285714285714,has-page,0,,NPR-18116;NPR-23765;NPR-45948;CNN-65346;CNN-207487
James Stavridis,True,no,,False,False,40,8,5668,2011-03-30,2020-01-13,3211.0,35,15,0.225,has-page,0,ADM;ADMIRAL,NPR-1619;NPR-6295;NPR-12626;NPR-14900;NPR-16222
Jay Bakker,True,no,,False,False,10,6,5389,2006-12-12,2006-12-15,3.0,3,6,0.0,has-page,0,,CNN-9025;CNN-24658;CNN-33247;CNN-112831;CNN-112832
Brian Cooley,True,no,,False,False,27,3,5279,2005-11-13,2011-12-13,2221.0,7,13,0.1111111111111111,has-page,0,MR,NPR-1485;NPR-5714;NPR-33041;CNN-75372;CNN-91734
Rajiv Shah,True,no,,False,False,18,3,5172,2010-01-13,2020-09-15,3898.0,14,11,0.2222222222222222,has-page,0,DR,NPR-3119;NPR-29307;NPR-34913;NPR-36187;CNN-146962
Gary Sick,True,no,,False,False,15,5,5139,2005-07-01,2019-06-15,5097.0,8,10,0.4666666666666667,has-page,0,DR;MR;PROFESSOR,NPR-229;NPR-10183;NPR-11032;NPR-11841;NPR-17316
Stephen Walt,True,no,,False,False,8,3,5081,2011-02-14,2019-10-12,3162.0,6,6,0.5,has-page,0,MR;PROF;PROFESSOR,NPR-727;NPR-1866;NPR-2830;NPR-8143;CNN-149087
La Salla,True,no,,False,False,7,7,5064,,,,0,2,0.0,has-page,0,,CNN-12839;CNN-15076;CNN-19192;CNN-22910;CNN-24865
Juan Zarate,True,no,,False,False,31,6,4850,2003-12-11,2017-08-19,5000.0,24,12,0.45161290322580644,has-page,0,MR,NPR-11397;NPR-16336;NPR-21956;NPR-24570;NPR-26167
Andrew Kohut,True,no,,False,False,50,6,4693,2000-11-16,2013-11-19,4751.0,23,21,0.22,has-page,0,MR,NPR-7050;NPR-7644;NPR-28154;NPR-30816;NPR-32616
Mary Bono Mack,True,no,,False,False,36,5,4615,2012-11-29,2012-12-17,18.0,4,7,0.0,has-page,0,REP,CNN-149251;CNN-180921;CNN-181100;CNN-181148;CNN-181259
Robert Ford,True,no,,False,False,58,4,4599,2007-12-30,2020-01-02,4386.0,38,21,0.13793103448275862,has-page,0,AMB,NPR-648;NPR-786;NPR-7258;NPR-22007;NPR-23693
George Parker,True,no,,False,False,10,7,4581,2009-01-05,2019-01-15,3662.0,9,5,0.8,has-page,1,MR,NPR-641;NPR-1107;NPR-1710;NPR-3076;NPR-19845
Steven Pinker,True,no,,False,False,9,4,4499,2010-11-05,2020-07-25,3550.0,8,5,0.4444444444444444,has-page,0,PROFESSOR,NPR-621;NPR-3784;NPR-21418;NPR-26256;CNN-227526
Daniel Kurtzer,True,no,,False,False,33,5,4491,2003-10-15,2018-01-25,5216.0,22,15,0.21212121212121213,has-page,0,MR,NPR-19746;NPR-23915;NPR-28238;NPR-30009;NPR-33172
Arsalan Iftikhar,True,no,,False,False,26,5,4476,2005-05-23,2017-06-18,4409.0,20,8,0.23076923076923078,has-page,0,MR,NPR-6999;NPR-17214;NPR-20271;NPR-23445;NPR-23638
Guy Benson,True,no,,False,False,12,9,4376,2015-06-17,2019-05-31,1444.0,12,4,0.75,has-page,0,,NPR-2336;NPR-7011;NPR-10266;NPR-12610;NPR-14501
Tom Udall,True,no,,False,False,61,4,4366,2006-05-01,2020-09-29,5265.0,55,19,0.16393442622950818,has-page,0,MR;REP;REPRESENTATIVE;SEN;SENATOR,NPR-6627;NPR-6644;NPR-13522;NPR-29972;NPR-30369
Suu Kyi,True,no,,False,False,18,4,4342,2010-11-15,2019-12-12,3314.0,13,6,0.0,has-page,0,,CNN-95409;CNN-158281;CNN-176843;CNN-187093;CNN-188216
Andrew Fraknoi,True,no,,False,False,3,3,4262,2006-07-28,2013-01-04,2352.0,3,1,1.0,has-page,0,MR,NPR-375;NPR-9855;NPR-17852
Bill Adair,True,no,,False,False,60,7,4250,2008-04-27,2012-12-12,1690.0,13,14,0.13333333333333333,has-page,0,MR,NPR-13853;NPR-15936;NPR-16356;NPR-16725;NPR-30359
Asra Nomani,True,no,,False,False,14,3,4203,2004-11-20,2017-05-21,4565.0,7,10,0.2857142857142857,has-page,0,MS,NPR-4638;NPR-18310;NPR-20273;NPR-44931;CNN-89921
Brendan Koerner,True,no,,False,False,4,4,3982,2005-09-20,2011-02-02,1961.0,4,2,1.0,has-page,0,MR,NPR-53;NPR-2920;NPR-4908;NPR-15590
Bob Ferguson,True,no,,False,False,42,3,3945,2016-02-09,2020-08-18,1652.0,42,14,0.14285714285714285,has-page,0,,NPR-4226;NPR-11308;NPR-15762;NPR-16436;NPR-18715
Lonnie Bunch,True,no,,False,False,13,6,3704,2005-06-14,2020-07-26,5521.0,10,8,0.46153846153846156,has-page,0,DR;MR,NPR-502;NPR-15437;NPR-21836;NPR-32743;NPR-35090
Kevin Merida,True,no,,False,False,6,4,3661,2006-07-10,2016-08-05,3679.0,6,3,0.8333333333333334,has-page,0,MR,NPR-18007;NPR-22006;NPR-23203;NPR-25598;NPR-40107
Von Drehle,True,no,,False,False,12,3,3634,2012-10-25,2017-08-19,1759.0,7,6,0.0,has-page,0,,CNN-82477;CNN-94995;CNN-94997;CNN-115717;CNN-148297
De Villepin,True,no,,False,False,10,3,3630,2003-11-13,2017-05-08,4925.0,6,9,0.0,has-page,0,,CNN-66777;CNN-67667;CNN-67690;CNN-79157;CNN-100134
Kori Schake,True,no,,False,False,23,3,3546,2010-10-08,2019-10-14,3293.0,23,12,0.17391304347826086,has-page,0,MS,NPR-3593;NPR-9945;NPR-34631;NPR-46248;CNN-159605
Phil Flynn,True,no,,False,False,44,3,3454,2002-12-21,2014-10-16,4317.0,13,23,0.2727272727272727,has-page,0,MR,NPR-7231;NPR-15702;NPR-23285;NPR-34829;NPR-35787
David Kilcullen,True,no,,False,False,19,3,3351,2009-10-10,2016-10-23,2570.0,11,10,0.15789473684210525,has-page,0,LT,NPR-40;NPR-24511;NPR-31309;CNN-134397;CNN-134805
Kayla Williams,True,no,,False,False,16,3,3279,2005-09-12,2019-02-22,4911.0,9,12,0.25,has-page,0,MS;SGT,NPR-283;NPR-6176;NPR-15712;NPR-48052;CNN-98327
Al Baker,True,no,,False,False,11,5,3218,2015-04-30,2019-06-17,1509.0,9,1,0.0,has-page,0,,CNN-153513;CNN-227885;CNN-254336;CNN-284356;CNN-297958
Jill Tarter,True,no,,False,False,7,3,3100,2011-04-29,2013-05-10,742.0,3,5,0.42857142857142855,has-page,0,DR,NPR-2133;NPR-8764;NPR-8765;CNN-83879;CNN-86886
Taylor Branch,True,no,,False,False,9,3,3049,2006-06-09,2018-04-03,4316.0,7,7,0.7777777777777778,has-page,0,MR,NPR-6729;NPR-7335;NPR-23162;NPR-23443;NPR-45860
David Stockman,True,no,,False,False,15,3,3025,2010-08-07,2019-03-08,3135.0,9,11,0.26666666666666666,has-page,0,MR,NPR-5427;NPR-30075;NPR-34989;NPR-48322;CNN-85251
Jessica Stern,True,no,,False,False,27,3,2916,2001-10-19,2018-06-21,6089.0,21,18,0.18518518518518517,has-page,0,MS,NPR-17641;NPR-26350;NPR-43836;NPR-44558;NPR-47579
Dan Neil,True,no,,False,False,5,5,2900,2005-05-06,2013-12-16,3146.0,5,3,1.0,has-page,0,MR,NPR-14651;NPR-15847;NPR-17424;NPR-28164;NPR-30215
Phyllis Bennis,True,no,,False,False,19,3,2881,2000-10-21,2011-03-31,3813.0,7,13,0.15789473684210525,has-page,0,MS,NPR-3800;NPR-4477;NPR-29785;CNN-18354;CNN-18372
Roxana Saberi,True,no,,False,False,19,3,2874,2006-04-17,2016-01-18,3563.0,8,5,0.2631578947368421,has-page,0,MS,NPR-23059;NPR-36866;NPR-36888;NPR-38927;NPR-47240
Simon Hoggart,True,no,,False,False,5,5,2822,2009-03-27,2011-04-30,764.0,5,2,1.0,has-page,0,MR,NPR-5961;NPR-14324;NPR-34735;NPR-35505;NPR-48306
Susan Orlean,True,no,,False,False,4,3,2761,2003-12-30,2013-05-15,3424.0,4,3,0.75,has-page,0,MS,NPR-8659;NPR-40346;NPR-48838;CNN-80703
Steven Law,True,no,,False,False,9,3,2759,2012-07-10,2017-11-15,1954.0,7,5,0.5555555555555556,has-page,0,,NPR-19033;NPR-19534;NPR-20023;NPR-27318;NPR-31295
Craig Gilbert,True,no,,False,False,7,3,2654,2011-05-18,2016-04-04,1783.0,4,6,0.42857142857142855,has-page,0,CMDR;MR,NPR-1927;NPR-11208;NPR-12705;CNN-51754;CNN-183686
Scott Smith,True,no,,False,False,15,3,2508,2008-10-25,2018-08-20,3586.0,6,11,0.3333333333333333,has-page,1,MAYOR,NPR-3711;NPR-6396;NPR-24915;NPR-29754;NPR-32292
Ted Shaw,True,no,,False,False,5,4,2508,2005-09-05,2007-10-15,770.0,4,2,0.8,has-page,0,MR,NPR-481;NPR-1413;NPR-44928;NPR-47034;CNN-122706
Rosemary Mariner,True,no,,False,False,3,3,2464,2009-12-23,2013-06-24,1279.0,3,1,1.0,has-page,0,CAPTAIN,NPR-3179;NPR-8132;NPR-46061
Derek Thompson,True,no,,False,False,4,3,2408,2016-04-10,2019-01-03,998.0,4,3,0.75,has-page,0,,NPR-1032;NPR-1122;NPR-12762;CNN-354972
Robert Harris,True,no,,False,False,10,3,2324,2005-11-23,2020-09-24,5419.0,7,7,0.4,has-page,1,MR,NPR-14829;NPR-19257;NPR-37397;NPR-37430;CNN-60867
Norman Francis,True,no,,False,False,10,3,2309,2000-11-10,2006-12-15,2226.0,5,7,0.3,has-page,0,DR;MR,NPR-40345;NPR-42749;NPR-46888;CNN-19684;CNN-88081
Alice Rivlin,True,no,,False,False,31,3,2273,2000-12-20,2011-10-27,3963.0,13,18,0.25806451612903225,has-page,0,DR;MS,NPR-29726;NPR-30526;NPR-34380;NPR-35120;NPR-35546
Anna Deavere Smith,True,no,,False,False,7,3,2249,2006-02-13,2018-03-04,4402.0,5,7,0.42857142857142855,has-page,1,MS,NPR-9756;NPR-45695;NPR-48681;CNN-144007;CNN-200703
Thomas Lippman,True,no,,False,False,9,4,2201,2010-06-30,2016-05-15,2146.0,7,6,0.5555555555555556,has-page,0,MR,NPR-952;NPR-11930;NPR-22666;NPR-22806;NPR-31387
Tim Arango,True,no,,False,False,4,3,2164,2011-05-30,2015-10-11,1595.0,3,4,0.75,has-page,0,MR,NPR-1695;NPR-1865;NPR-6860;CNN-187750
Glenn Ivey,True,no,,False,False,14,3,2059,2000-11-14,2017-06-17,6059.0,8,9,0.35714285714285715,has-page,0,MR,NPR-17838;NPR-21768;NPR-23087;NPR-31381;NPR-39592
L. Cheney,False,no,,True,False,21,10,7501,2000-10-27,2006-12-24,2249.0,8,12,0.0,long-tail,0,,CNN-12558;CNN-18747;CNN-23926;CNN-60226;CNN-87615
H. Hogan,False,no,,True,False,19,5,7304,2006-10-19,2008-10-21,733.0,4,3,0.0,long-tail,0,,CNN-95912;CNN-96447;CNN-103916;CNN-111350;CNN-121213
V. Osteen,False,no,,True,False,8,6,6874,2006-12-22,2007-12-26,369.0,4,3,0.0,long-tail,0,,CNN-93762;CNN-95816;CNN-113115;CNN-120675;CNN-120811
Sheera Frenkel,False,yes,BYLINE,False,False,13,11,5542,2009-10-12,2011-09-25,713.0,13,4,1.0,long-tail,0,,NPR-13947;NPR-13979;NPR-14375;NPR-30877;NPR-31555
T. Holmes,False,no,,True,False,11,5,5099,2006-12-30,2011-12-18,1814.0,4,5,0.0,long-tail,0,,CNN-113306;CNN-113757;CNN-118115;CNN-128923;CNN-128924
Alfonso Aguilar,False,yes,CNN,False,False,36,3,4682,2015-07-21,2019-09-28,1530.0,35,9,0.08333333333333333,long-tail,0,,NPR-8328;NPR-10703;NPR-13764;CNN-153674;CNN-260086
M. Croslin,False,no,,True,False,23,6,4668,,,,0,2,0.0,long-tail,0,,CNN-135811;CNN-147737;CNN-147738;CNN-147980;CNN-148199
M. Lohan,False,no,,True,False,22,3,3781,2010-10-20,2012-11-15,757.0,8,4,0.0,long-tail,0,,CNN-117240;CNN-125631;CNN-125632;CNN-150410;CNN-151176
Patti Neighmond,False,yes,BYLINE,False,False,9,6,3069,2007-02-08,2010-08-20,1289.0,9,2,1.0,long-tail,0,,NPR-31083;NPR-31204;NPR-32998;NPR-33008;NPR-33204
J. Romney,False,no,,True,False,3,3,2044,2012-10-15,2012-10-15,0.0,1,2,0.0,long-tail,0,,CNN-180505;CNN-182167;CNN-194262
Carrie Kahn,False,yes,BYLINE,False,False,51,39,18902,2006-04-13,2011-06-09,1883.0,51,6,1.0,long-tail(v1),0,,NPR-2004;NPR-7622;NPR-8648;NPR-13064;NPR-14325
D. Chapman,False,no,,True,False,14,10,18720,2006-11-29,2007-11-10,346.0,3,5,0.0,long-tail(v1),0,,CNN-40696;CNN-112435;CNN-112561;CNN-115975;CNN-116052
Martin Kaste,False,yes,BYLINE,False,False,48,37,18640,2006-02-12,2011-10-04,2060.0,48,5,1.0,long-tail(v1),0,,NPR-3484;NPR-5228;NPR-5643;NPR-5836;NPR-6190
M. Osmond,False,no,,True,False,13,8,18360,2007-11-14,2011-12-19,1496.0,4,7,0.0,long-tail(v1),0,,CNN-9086;CNN-29439;CNN-106023;CNN-121361;CNN-121388
Peter Overby,False,yes,BYLINE,False,False,44,29,17708,2006-01-17,2011-07-23,2013.0,44,6,1.0,long-tail(v1),0,,NPR-3988;NPR-7238;NPR-9712;NPR-14730;NPR-17140
D. Cheney,False,no,,True,False,19,6,16764,2000-10-27,2015-09-02,5423.0,6,10,0.0,long-tail(v1),0,,CNN-12558;CNN-17257;CNN-18747;CNN-23926;CNN-87627
Cheryl Corley,False,yes,BYLINE,False,False,46,33,16561,2005-07-04,2011-02-23,2060.0,46,4,1.0,long-tail(v1),0,,NPR-5441;NPR-5594;NPR-6084;NPR-6476;NPR-6973
Gregory Feifer,False,yes,REPORTING,False,False,45,35,16210,2006-01-20,2009-03-13,1148.0,45,5,1.0,long-tail(v1),0,,NPR-5026;NPR-6545;NPR-6654;NPR-8394;NPR-16462
Eric Deggans,False,yes,BYLINE,False,False,48,19,15741,2005-08-04,2017-07-20,4368.0,32,11,0.4375,long-tail(v1),0,MR,NPR-4548;NPR-4933;NPR-24519;NPR-26432;NPR-26480
J. Roberts,False,no,,True,False,47,18,14374,2006-11-22,2020-02-03,4821.0,40,8,0.0,long-tail(v1),0,,CNN-96192;CNN-106866;CNN-107007;CNN-107540;CNN-112266
Robert Traynham,False,yes,HOST,False,False,42,25,14294,2005-07-07,2011-10-19,2295.0,30,5,0.6666666666666666,long-tail(v1),0,MR;PROFESSOR,NPR-31;NPR-748;NPR-1635;NPR-2546;NPR-2617
Joanne Silberner,False,yes,REPORTER,False,False,35,25,14248,2006-05-26,2011-09-05,1928.0,35,6,1.0,long-tail(v1),0,,NPR-3771;NPR-5696;NPR-6751;NPR-6989;NPR-8822
T. Carlson,False,no,,True,False,38,21,14198,2000-10-18,2002-12-11,784.0,12,5,0.0,long-tail(v1),0,,CNN-1338;CNN-3169;CNN-4477;CNN-6955;CNN-8252
A. Gore,False,no,,True,False,16,5,13920,2000-10-24,2002-12-22,789.0,5,9,0.0,long-tail(v1),0,,CNN-9160;CNN-13512;CNN-14151;CNN-14152;CNN-16729
Karen Grigsby Bates,False,yes,BYLINE,False,False,42,24,13857,2005-08-10,2014-11-09,3378.0,41,5,0.9761904761904762,long-tail(v1),0,MS,NPR-2783;NPR-3014;NPR-3775;NPR-3968;NPR-4491
B. Bush,False,no,,True,False,42,10,13403,2000-10-18,2018-12-06,6623.0,22,21,0.0,long-tail(v1),0,,CNN-2571;CNN-13142;CNN-18154;CNN-21978;CNN-24011
Yuki Noguchi,False,yes,BYLINE,False,False,43,23,12871,2008-08-20,2011-10-04,1140.0,43,5,1.0,long-tail(v1),0,,NPR-5962;NPR-6761;NPR-8503;NPR-8623;NPR-9255
Jennifer Ludden,False,yes,HOST,False,False,30,18,12701,2006-01-25,2015-12-28,3624.0,30,5,1.0,long-tail(v1),0,,NPR-3402;NPR-3934;NPR-4526;NPR-6709;NPR-16141
J. Bush,False,no,,True,False,77,12,12418,2000-11-16,2017-01-15,5904.0,46,26,0.0,long-tail(v1),0,,CNN-13131;CNN-13142;CNN-13207;CNN-19287;CNN-19991
Question: Trump,False,no,,False,True,52,13,12144,2015-07-23,2020-09-24,1890.0,49,11,0.0,long-tail(v1),0,,CNN-404;CNN-138114;CNN-165399;CNN-260265;CNN-260326
Begin Videotape,False,yes,CORRESPONDENT,False,False,72,10,12129,2000-12-30,2006-12-31,2192.0,8,21,0.0,long-tail(v1),0,,CNN-1062;CNN-9178;CNN-9813;CNN-12809;CNN-13064
Howard Berkes,False,yes,BYLINE,False,False,29,21,11965,2006-10-05,2011-06-29,1728.0,28,7,0.9655172413793104,long-tail(v1),0,,NPR-6240;NPR-7160;NPR-9154;NPR-10982;NPR-14576
Kelly Mcevers,False,yes,BYLINE,False,False,29,19,11729,2009-04-09,2019-07-30,3764.0,29,5,1.0,long-tail(v1),0,,NPR-834;NPR-6215;NPR-7593;NPR-9608;NPR-13627
Jerome Socolovsky,False,yes,BYLINE,False,False,28,23,11671,2006-02-06,2009-12-15,1408.0,28,5,1.0,long-tail(v1),0,,NPR-743;NPR-5841;NPR-8731;NPR-9097;NPR-14663
M. Carlson,False,no,,True,False,37,17,11556,2000-10-18,2002-12-11,784.0,12,5,0.0,long-tail(v1),0,,CNN-1338;CNN-1896;CNN-3169;CNN-4477;CNN-8252
Pam Fessler,False,yes,BYLINE,False,False,24,21,11379,2006-02-10,2011-09-14,2042.0,24,4,1.0,long-tail(v1),0,,NPR-4926;NPR-16531;NPR-28862;NPR-30635;NPR-30956
Tara Wall,False,yes,COMMENTATOR,False,False,80,3,11276,2005-05-12,2014-11-04,3463.0,13,16,0.0625,long-tail(v1),0,MS,NPR-3803;NPR-46126;NPR-46656;NPR-47547;NPR-48137
John Mccann,False,yes,COMMENTATOR,False,False,27,17,11145,2005-07-15,2008-01-21,920.0,20,3,0.7407407407407407,long-tail(v1),0,MR,NPR-1859;NPR-2561;NPR-2737;NPR-3090;NPR-3099
J. Ramsey,False,no,,True,False,28,6,10923,2002-11-23,2016-12-28,5149.0,6,13,0.0,long-tail(v1),0,,CNN-5332;CNN-5346;CNN-5364;CNN-7024;CNN-7378
J. Edwards,False,no,,True,False,27,6,10776,2004-12-12,2020-03-27,5584.0,2,10,0.0,long-tail(v1),0,,CNN-77660;CNN-86404;CNN-86511;CNN-88552;CNN-88635
Andrew Wallenstein,False,yes,REPORTER,False,False,34,21,10522,2006-03-28,2015-06-07,3358.0,34,6,0.7941176470588235,long-tail(v1),0,MR,NPR-3940;NPR-4015;NPR-4123;NPR-6503;NPR-8252
Betty Baye,False,yes,COMMENTATOR,False,False,26,15,10437,2005-05-25,2007-11-22,911.0,26,1,1.0,long-tail(v1),0,MS,NPR-31;NPR-657;NPR-779;NPR-2010;NPR-2732
S. Levy,False,no,,True,False,45,6,10361,2001-12-31,2001-12-31,0.0,1,21,0.0,long-tail(v1),0,,CNN-10889;CNN-33004;CNN-34571;CNN-34577;CNN-34594
B. Van Dam,False,no,,True,False,14,6,10157,,,,0,9,0.0,long-tail(v1),0,,CNN-48670;CNN-48691;CNN-48749;CNN-49040;CNN-49275
Elizabeth Shogren,False,yes,BYLINE,False,False,31,18,10111,2000-12-19,2011-06-29,3844.0,29,9,0.8709677419354839,long-tail(v1),0,MS,NPR-6229;NPR-7050;NPR-7172;NPR-14185;NPR-14198
Kathy Lohr,False,yes,BYLINE,False,False,30,19,10110,2006-03-29,2011-04-30,1858.0,30,6,1.0,long-tail(v1),0,,NPR-3808;NPR-7714;NPR-14475;NPR-14492;NPR-14586
Nina Totenberg Reporting,False,no,,False,True,44,10,10015,2005-05-16,2006-06-29,409.0,44,3,1.0,long-tail(v1),0,,NPR-19445;NPR-38451;NPR-38465;NPR-38693;NPR-38879
John Mcchesney,False,yes,REPORTING,False,False,22,17,9892,2006-09-13,2013-02-11,2343.0,22,5,1.0,long-tail(v1),0,,NPR-3250;NPR-5440;NPR-7054;NPR-9518;NPR-16474
D. Reeve,False,no,,True,False,11,7,9777,2010-12-21,2010-12-21,0.0,1,6,0.0,long-tail(v1),0,,CNN-60830;CNN-61336;CNN-92338;CNN-92460;CNN-94809
Margie Omero,False,yes,HOST,False,False,51,10,9717,2003-11-16,2020-10-20,6183.0,48,14,0.23529411764705882,long-tail(v1),0,MS,NPR-2853;NPR-3795;NPR-5664;NPR-10795;NPR-18263
A. Harris,False,no,,True,False,10,6,9603,2000-12-15,2000-12-15,0.0,1,5,0.0,long-tail(v1),0,,CNN-21782;CNN-23189;CNN-24143;CNN-35885;CNN-55939
Jeff Obafemi Carr,False,yes,HOST,False,False,13,12,9597,2005-06-02,2007-12-28,939.0,13,1,1.0,long-tail(v1),0,MR,NPR-3;NPR-31;NPR-86;NPR-12924;NPR-46236
Mandalit Del Barco,False,yes,BYLINE,False,False,25,18,8708,2006-02-15,2011-07-14,1975.0,25,5,1.0,unchecked,0,,NPR-5367;NPR-6572;NPR-7455;NPR-13208;NPR-13985
Mark Mazzetti,False,yes,REPORTER,False,False,69,4,8620,2005-11-30,2020-10-15,5433.0,63,16,0.057971014492753624,unchecked,0,,NPR-6615;NPR-13941;NPR-18306;NPR-27728;CNN-88417
Omar Gallaga,False,yes,REPORTER,False,False,19,15,8619,2008-07-08,2014-10-26,2301.0,19,1,1.0,unchecked,0,MR,NPR-5959;NPR-6676;NPR-25963;NPR-33591;NPR-34888
N. Reagan,False,no,,True,False,14,3,8614,2004-12-24,2016-03-06,4090.0,3,9,0.0,unchecked,0,,CNN-25134;CNN-26888;CNN-37394;CNN-85261;CNN-85336
Andrei Codrescu,False,yes,BYLINE,False,False,27,14,8556,2005-05-26,2014-06-16,3308.0,27,1,1.0,unchecked,0,MR,NPR-27022;NPR-32513;NPR-32733;NPR-33657;NPR-33919
Adam Gopnik,False,yes,CNN,False,False,7,4,8455,2009-12-03,2016-03-13,2292.0,5,6,0.5714285714285714,unchecked,0,MR,NPR-720;NPR-13639;NPR-31786;NPR-46217;CNN-53509
Adam Entous,False,yes,REPORTER,False,False,53,4,8407,2016-12-10,2019-09-27,1021.0,53,15,0.07547169811320754,unchecked,0,,NPR-8456;NPR-11568;NPR-12755;NPR-44476;CNN-305283
Ruben Navarrette,False,yes,COMMENTATOR,False,False,45,4,8298,2008-11-11,2018-02-03,3371.0,19,13,0.1111111111111111,unchecked,0,MR,NPR-1997;NPR-14486;NPR-27238;NPR-46107;NPR-49455
Ll Cool J,False,yes,HOST,True,False,36,6,8288,2000-10-23,2017-12-27,6274.0,6,17,0.1388888888888889,unchecked,0,MR,NPR-2465;NPR-5656;NPR-9008;NPR-17520;NPR-28848
R. Levy,False,no,,True,False,35,5,8273,2001-12-31,2001-12-31,0.0,1,17,0.0,unchecked,0,,CNN-34571;CNN-34577;CNN-34594;CNN-35097;CNN-35132
Reza Aslan,False,yes,HOST,False,False,58,5,8255,2005-07-28,2017-05-21,4315.0,28,15,0.1206896551724138,unchecked,0,DR;MR;PROF,NPR-7132;NPR-10662;NPR-18303;NPR-25374;NPR-30874
Kevin Blackistone,False,yes,BYLINE,False,False,19,17,8219,2009-09-19,2018-05-09,3154.0,19,2,1.0,unchecked,0,MR,NPR-5339;NPR-6116;NPR-7408;NPR-7505;NPR-13829
Nell Greenfieldboyce,False,yes,BYLINE,False,False,21,16,8115,2007-08-13,2011-07-21,1438.0,21,3,1.0,unchecked,0,,NPR-2418;NPR-2446;NPR-29226;NPR-31652;NPR-32467
Ken Dolan,False,yes,HOST,False,False,33,11,8106,2009-10-17,2011-12-17,791.0,9,5,0.0,unchecked,0,,CNN-93260;CNN-93956;CNN-94536;CNN-94722;CNN-144088
David Miliband,False,yes,CORRESPONDENT,False,False,68,4,8097,2008-11-27,2020-07-16,4249.0,55,17,0.17647058823529413,unchecked,0,MR,NPR-1960;NPR-11426;NPR-13082;NPR-19872;NPR-20079
Mona Charen,False,yes,COMMENTATOR,False,False,39,9,8043,2003-12-23,2019-09-28,5758.0,36,11,0.23076923076923078,unchecked,0,,NPR-8328;NPR-18305;NPR-19571;NPR-20267;NPR-20556
Barbara Bradley Hagerty,False,yes,BYLINE,False,False,12,5,8039,2005-07-04,2016-03-16,3908.0,12,5,1.0,unchecked,0,,NPR-7217;NPR-16732;NPR-19887;NPR-33620;NPR-34398
J. Jackson,False,no,,True,False,44,3,8015,2003-12-15,2019-12-06,5835.0,10,15,0.0,unchecked,0,,CNN-80209;CNN-81243;CNN-81867;CNN-84212;CNN-85534
